1283,38,787016
1283,42,226631
1283,45,297182
1283,46,326282
1283,50,741043
1283,56,643688
1283,57,78021
1283,62,827237
1283,66,196929
1283,67,390042
1283,69,791024
1283,70,463615
1283,71,729923
1283,77,341200
1283,83,162039
1283,86,942975
1283,88,236522
1283,90,361987
1283,96,170758
1283,98,195435
1283,99,274592
22,104,497181
22,106,167294
22,108,336094
22,109,753454
22,110,938326
22,119,314589
22,121,574513
22,127,577360
22,130,237200
22,132,786620
22,133,942744
22,134,830505
22,139,738318
22,140,97166
22,142,936417
22,147,648633
22,148,86669
22,149,971296
22,152,108705
22,168,916488
23,5,889054
23,9,939377
23,13,300909
23,14,872007
23,29,830039
23,34,29927
23,41,188200
23,44,200837
23,47,862748
23,54,43809
23,55,58502
23,62,433751
23,66,811207
23,69,749229
23,74,828731
23,78,334230
23,81,128009
23,82,724120
23,89,502920
23,97,953436
23,101,607338
23,104,159489
23,108,433928
23,113,828386
23,120,262804
23,121,4498
23,127,525712
23,129,411341
23,140,256732
23,164,661243
23,165,585760
24,2,643194
24,3,190278
24,4,726248
24,10,801076
24,15,472151
24,20,770060
24,22,230409
24,25,554261
24,28,745925
24,29,165006
24,30,56208
24,33,744278
24,47,995163
24,48,242010
24,53,66287
24,56,617645
24,63,830481
24,66,296110
24,68,977561
24,72,896788
24,73,525423
24,79,791711
24,83,121168
24,84,311221
24,85,729909
24,90,901616
24,95,801370
24,96,856954
24,102,744469
24,104,516942
24,106,589929
24,109,118331
24,115,684551
24,121,277864
24,122,45393
24,128,478372
24,131,809893
24,132,104901
24,136,426887
24,137,423431
24,140,379100
24,148,38183
24,155,186378
24,158,514091
24,162,554770
24,163,863185
24,165,395988
24,167,666293
25,6,921984
25,12,736728
25,13,83281
25,14,547758
25,16,111386
25,17,167179
25,21,662813
25,22,568060
25,25,542960
25,26,324564
25,29,63322
25,30,533531
25,43,961518
25,49,397258
25,51,892025
25,52,459968
25,54,145887
25,55,917065
25,60,300926
25,66,25888
25,75,996551
25,79,428921
25,82,707874
25,85,967973
25,89,949128
25,92,947651
25,93,615483
25,102,480625
25,104,179054
25,106,949055
25,108,456257
25,117,143809
25,118,985081
25,120,379007
25,126,107485
25,127,12166
25,132,30922
25,135,187221
25,136,636618
25,141,644001
25,142,760681
25,148,907493
25,150,779562
25,152,287257
25,155,172166
25,157,455945
25,164,345083
26,4,199854
26,9,561621
26,11,798360
26,14,895065
26,15,20237
26,20,801560
26,22,425707
26,27,482871
26,37,80897
26,43,88013
26,48,488323
26,50,217878
26,54,933362
26,55,698957
26,60,849098
26,61,47602
26,63,283696
26,64,325823
26,66,638415
26,67,274657
26,70,930825
26,71,411649
26,79,738676
26,87,554698
26,92,935089
26,101,70508
26,102,545475
26,103,880723
26,105,848582
26,109,713187
26,110,837446
26,113,662078
26,118,392868
26,119,89868
26,122,739377
26,123,198869
26,125,235275
26,130,836205
26,131,42426
26,137,118997
26,140,865859
26,144,834739
26,149,433011
26,152,809974
26,154,507578
26,156,70210
26,158,763302
26,162,914942
26,167,780034
27,10,6948
27,13,682436
27,14,175983
27,22,375627
27,25,249300
27,33,65569
27,35,208644
27,47,5248
27,54,622831
27,62,768932
27,65,906753
27,68,877336
27,70,59532
27,78,737037
27,86,114042
27,90,393921
27,94,30409
27,97,950178
27,98,774581
27,105,172692
27,108,849705
27,115,879495
27,116,49767
27,117,34316
27,119,508650
27,120,499878
27,121,884961
27,125,209451
27,127,267637
27,134,392668
27,135,553377
27,137,166961
27,138,829668
27,141,774654
27,144,471265
27,146,282316
27,147,497856
27,154,750823
27,161,35650
28,5,132540
28,8,410283
28,10,506602
28,12,950695
28,17,313406
28,22,673167
28,29,14424
28,35,149673
28,37,602441
28,40,195910
28,43,147107
28,44,317365
28,46,185500
28,48,416174
28,53,871189
28,56,362309
28,57,702315
28,59,673424
28,61,890118
28,63,816856
28,66,714146
28,67,507145
28,68,132637
28,75,543425
28,77,743245
28,86,956138
28,88,601256
28,100,828239
28,101,714592
28,103,778780
28,104,155262
28,110,56164
28,112,999473
28,113,963913
28,125,365192
28,134,938844
28,135,512688
28,136,854177
28,137,58557
28,139,483396
28,142,132988
28,151,479454
28,152,565198
28,154,773678
28,157,704337
28,158,117205
28,159,940098
29,5,498339
29,12,779261
29,13,391856
29,16,851983
29,17,422224
29,21,938165
29,23,117007
29,24,492169
1561,132,385418
1561,136,98229
1561,144,517993
1561,146,933430
1561,147,361570
1561,148,994410
1561,153,380245
1561,155,563950
1561,157,195330
1561,164,266448
1561,165,545820
1561,167,485121
1562,2,82152
1562,10,531135
1562,14,752860
1562,15,858730
1562,23,402473
1562,32,470615
1562,34,280526
1562,37,909954
1562,38,168267
1562,47,484626
1562,49,741291
1562,51,909868
1562,54,600595
1562,59,212525
1562,62,988918
1562,66,85234
1562,68,157379
1562,84,443871
1562,90,868566
1562,94,9060
1562,100,648792
1562,101,622023
1562,102,524902
1562,107,696245
1562,110,618618
1562,112,208838
1562,115,399928
1562,126,311197
1562,131,180807
1562,137,407012
1562,138,864581
1562,153,26028
1562,155,327285
1562,162,781369
1562,167,771687
1563,1,185616
1563,3,966513
1563,6,424136
1563,16,352333
1563,18,696374
1563,20,653514
1563,25,579082
1563,29,480080
1563,30,815772
1563,32,846806
1563,36,430199
1563,39,586436
1563,40,243502
1563,46,135184
1563,55,957765
1563,58,752785
1563,62,723038
1563,69,455850
1563,70,920478
1563,71,82520
1563,74,370010
1563,75,742966
1563,77,70639
1563,79,765546
1563,80,890362
1563,83,873350
1563,85,692696
1563,95,833422
1563,102,324576
1563,106,506420
1563,109,701043
1563,113,825760
1563,121,447125
1563,123,879702
1563,127,562364
1563,129,78760
1563,130,589442
1563,134,449034
1563,139,587543
1563,142,2940
1563,143,765465
1563,148,453373
1563,151,938409
1563,152,68366
1563,153,584220
1563,155,896963
1563,156,771723
1563,161,894214
1563,166,40828
1563,168,394311
1564,5,218811
1564,10,707811
1564,12,17481
1564,15,151133
1564,23,745464
1564,32,771421
1564,37,494844
1564,38,671488
1564,43,475436
1564,44,181816
1564,45,202890
1564,47,999382
1564,50,735198
1564,54,720004
1564,57,775311
1564,58,417627
1564,66,773295
1564,75,786136
1564,76,630735
1564,81,826328
1564,84,268798
1564,86,839555
1564,89,106847
1564,94,472686
1564,95,46557
1564,97,898657
1564,98,205173
1564,99,272939
1564,100,914918
1564,101,946481
1564,102,570296
1564,105,224450
1564,108,874790
1564,114,320215
1564,116,649990
1564,118,602594
1564,123,268592
1564,125,162639
1564,140,531924
1564,141,994428
1564,144,565827
1564,149,571144
1564,150,585459
1564,151,496378
1564,159,15468
1564,168,298537
1565,5,663445
1565,6,854400
1565,15,374752
1565,18,988667
1565,25,626396
1565,27,443190
1565,28,236062
1565,39,679162
1565,42,760441
1565,48,359237
1565,49,587531
1565,50,966398
1565,51,466815
1565,59,998065
1565,71,88133
1565,73,90525
1565,74,292339
1565,78,936259
1565,84,254519
1565,85,581357
1565,88,645902
1565,91,700461
1565,92,103348
1565,93,998672
1565,101,804883
1565,104,503681
1565,121,201709
1565,122,182618
1565,126,600179
1565,127,604137
1565,130,252942
1565,134,556037
1565,141,928955
1565,145,987089
1565,149,645764
1565,152,391492
1565,163,967896
1565,166,259707
1565,167,950242
1566,2,527346
1566,3,959940
1566,9,552384
1566,11,113002
1566,12,690747
1566,14,160547
1566,15,837112
1566,18,907078
1566,26,159505
1566,28,874999
1566,30,408070
1566,32,4415
1566,37,868968
1566,41,751584
1566,45,959289
1566,47,343216
1566,49,654831
1566,50,117952
1566,56,371903
1566,61,298862
1566,64,318773
1566,69,253728
1566,72,809027
1566,73,712826
1566,74,217864
1566,82,560582
1566,86,441713
1566,88,632661
1566,91,270013
1566,93,206109
1566,100,218321
1566,110,316913
1566,115,829749
1566,125,81165
1566,127,608010
1566,130,753713
1566,131,322687
1566,132,967241
1566,133,882216
1566,134,885802
1566,135,797089
1566,136,31260
1566,143,933650
1566,148,785691
1566,151,48097
1566,161,347232
1566,163,652271
1566,165,221059
1566,166,983339
1567,2,254660
1567,9,983466
1567,16,943771
1567,19,199272
1567,20,334525
1567,21,486063
1567,22,857198
1567,32,71859
1567,33,559322
1567,34,922556
1567,36,6829
1567,39,63148
1567,41,793668
1567,45,677855
1567,51,889698
1567,52,156021
1567,58,674586
1567,60,602590
1567,62,411250
1567,65,100987
1567,66,828427
1567,67,391615
1567,68,124509
1567,73,86349
1567,80,627126
1567,88,600360
1567,90,78633
1567,91,96376
1567,92,302883
1567,94,643048
1567,96,588321
1567,100,750733
1567,105,704352
1567,114,179775
1567,116,776057
1567,125,883280
1567,127,987269
1567,129,943449
1567,131,750732
1567,132,811027
1567,137,320915
1567,143,424184
1567,150,167176
1567,152,222248
1567,154,792981
1567,155,731196
1567,163,308662
1568,1,614701
1568,4,483273
1568,5,456191
1568,12,564891
1568,21,600949
1568,24,726671
1568,39,641171
1568,40,44769
1568,41,58576
1568,44,100341
1568,46,605832
1568,47,764784
1568,53,291219
1568,56,680485
1568,59,100641
604,115,746087
604,120,471635
604,123,508144
604,133,753528
604,135,453556
604,139,533616
604,141,525887
604,142,558319
604,145,879925
604,149,457029
604,151,848361
604,152,982813
604,159,3296
605,9,211142
605,20,624845
605,38,436888
605,41,519238
605,45,789674
605,47,248920
605,48,767356
605,56,366158
605,60,196410
605,61,636663
605,87,57270
605,99,894871
605,102,372838
605,105,587141
605,106,848977
605,108,811828
605,109,998298
605,122,544638
605,128,323073
605,130,617535
605,132,403023
605,135,909364
605,137,221352
605,138,222905
605,140,197395
605,147,915660
605,149,890194
605,150,604413
605,152,642803
605,155,71722
605,159,623673
606,1,319169
606,2,37560
606,3,17311
606,5,579619
606,9,321342
606,10,59866
606,12,3966
606,17,889520
606,18,500677
606,19,733736
606,20,653510
606,22,9025
606,23,804104
606,33,537712
606,40,569452
606,41,333449
606,44,950883
606,47,706459
606,52,281923
606,53,336286
606,54,441288
606,57,311546
606,58,675268
606,61,952219
606,62,665726
606,68,552228
606,69,677231
606,71,617927
606,74,696746
606,80,899529
606,84,175435
606,85,904759
606,91,693189
606,95,770313
606,96,687542
606,97,564983
606,105,390722
606,108,445422
606,113,164284
606,115,635018
606,118,211618
606,133,271424
606,136,455095
606,145,846103
606,146,835092
606,150,743990
606,155,719963
606,163,186910
606,167,588961
607,6,407962
607,10,713132
607,11,932457
607,15,337608
607,16,638483
607,20,921634
607,22,709467
607,46,571561
607,52,665061
607,56,580582
607,57,883835
607,58,232028
607,63,727652
607,67,455558
607,70,489817
607,71,813018
607,75,307057
607,76,253106
607,79,378663
607,80,151111
607,81,732781
607,86,174450
607,88,765269
607,92,2518
607,102,295906
607,105,645270
607,110,375146
607,114,209896
607,125,672599
607,129,78604
607,131,14003
607,135,791291
607,137,706520
607,143,602471
607,146,396352
607,152,189320
607,163,201691
607,166,657755
608,4,387461
608,7,735176
608,8,326647
608,9,244802
608,10,116191
608,11,909569
608,19,496298
608,20,880850
608,24,293614
608,27,176012
608,41,375681
608,43,268038
608,46,600751
608,48,567297
608,50,577603
608,63,649226
608,67,290738
608,68,444500
608,69,707458
608,71,329893
608,76,58305
608,77,400365
608,79,56349
608,80,318369
608,86,116257
608,88,825838
608,89,884550
608,93,602816
608,99,696286
608,100,94896
608,101,176882
608,109,444731
608,110,788115
608,114,831518
608,118,584212
608,119,101837
968,23,602625
968,27,785685
968,30,330147
968,39,860814
968,41,259076
968,42,478836
968,43,957528
968,53,845952
968,55,506298
968,63,317467
968,67,831840
968,69,508967
968,74,700065
968,85,971039
968,90,567069
968,97,569555
968,101,78710
968,107,8486
968,113,276060
968,116,91440
968,131,212223
968,137,231415
968,140,716888
968,141,988949
968,145,58397
968,150,931268
968,151,930167
968,152,276170
968,156,813744
968,161,931515
968,162,373284
968,164,992229
968,165,848601
968,167,417283
969,9,492610
969,10,272586
969,11,46973
969,21,42280
969,29,268645
969,30,236087
969,34,221586
969,36,557038
969,41,860836
969,44,285276
969,46,553803
969,48,544547
969,53,936483
969,55,444601
969,60,550001
969,71,514909
969,74,756183
969,76,15412
969,77,931433
969,82,771434
969,83,846455
969,84,526522
969,86,643954
969,92,203243
969,94,945600
969,102,202017
969,105,766316
969,106,549773
969,107,244835
969,109,84514
969,128,609281
969,134,87690
969,141,65190
969,142,974739
969,153,204223
969,157,16799
969,167,513791
969,168,945246
970,2,124388
970,7,956720
970,8,391107
970,10,17513
970,16,174606
970,17,487199
970,20,813006
970,22,400456
970,23,333400
970,40,660461
970,45,493823
970,53,238827
970,54,397658
970,57,455644
970,59,335242
970,61,419925
970,67,331179
970,68,70064
970,69,320376
970,70,544721
970,74,425880
970,75,918665
970,78,546318
970,82,202666
970,88,464754
970,89,200510
970,93,985952
970,96,740525
970,98,45041
970,102,809363
970,103,25710
970,106,563652
970,114,896758
970,115,937520
970,119,739017
970,121,600194
970,123,335256
970,139,451537
970,142,827157
970,152,197341
970,159,194006
971,2,840241
971,3,159043
971,5,335871
971,7,957509
971,8,852122
971,11,790360
971,14,575951
971,20,788954
971,21,717051
971,22,549017
971,25,895534
971,26,855198
971,28,864569
971,30,678140
971,33,931869
971,34,785718
971,39,874570
971,40,287078
971,54,36475
971,56,588510
971,60,468814
971,64,571011
971,69,75285
971,70,181195
971,74,715499
971,76,445304
971,77,597411
971,86,924088
971,94,874348
971,102,33512
971,103,54341
971,106,402608
971,107,542484
971,109,592641
971,110,86066
971,112,402512
971,115,138963
971,118,251153
971,134,335456
971,135,272130
971,136,784425
971,143,434224
971,144,431344
971,149,649714
971,155,466375
971,157,981049
972,5,890331
972,10,40683
972,18,411249
972,39,612487
972,52,99716
972,59,828079
972,63,750468
972,67,61478
972,69,841573
972,79,909826
972,81,998716
972,82,218445
972,86,658770
972,88,417551
972,92,510100
972,93,300646
972,94,138036
972,101,212771
972,102,234324
972,110,518442
972,114,275717
972,120,720775
972,123,358854
972,129,982168
972,132,227185
972,135,597917
972,136,375663
972,137,975977
972,138,455867
972,144,65742
972,148,876478
972,156,638826
972,158,149141
972,162,399086
972,164,821543
972,165,394814
973,8,794341
973,15,935973
973,21,362506
973,37,733410
973,38,457831
973,45,789815
973,50,370996
973,56,627266
973,62,900423
973,63,447464
973,64,858606
973,69,686575
973,72,712674
973,77,304957
973,81,669231
973,82,847559
973,84,430360
973,85,84223
973,86,482785
973,91,12872
973,97,705660
1196,67,621271
1196,68,478621
1196,71,787642
1196,72,147361
1196,75,496006
1196,76,689677
1196,79,16669
1196,82,191672
1196,83,998366
1196,86,703138
1196,93,446456
1196,95,552163
1196,101,123585
1196,108,438731
1196,115,103889
1196,118,837873
1196,122,292421
1196,123,424645
1196,125,818768
1196,127,618710
1196,130,78628
1196,134,284075
1196,137,846363
1196,139,743933
1196,140,802231
1196,141,792266
1196,146,485810
1196,152,310217
1196,154,903924
1196,156,893272
1196,159,296054
1196,161,571842
1196,163,21268
1197,5,526156
1197,7,503936
1197,9,496744
1197,14,886168
1197,16,808408
1197,22,50624
1197,27,811938
1197,32,926968
1197,36,794630
1197,37,718572
1197,42,711070
1197,48,905153
1197,54,561947
1197,57,217886
1197,61,695459
1197,68,998818
1197,69,387455
1197,73,745729
1197,80,939873
1197,85,684279
1197,89,7835
1197,91,454361
1197,94,252715
1197,97,905126
1197,101,521877
1197,102,806728
1197,104,946522
1197,105,795995
1197,113,923500
1197,114,931859
1197,119,204754
1197,122,329359
1197,123,106337
1197,125,649226
1197,126,980117
1197,128,974461
1197,133,325271
1197,134,950900
1197,135,315502
1197,136,5875
1197,138,632835
1197,146,415589
1197,147,456226
1197,151,811744
1197,156,172494
1197,158,506496
1197,164,41535
1197,167,832846
1198,7,586546
1198,19,313602
1198,20,868131
1198,21,470321
1198,24,621567
1198,34,36410
1198,37,783935
1198,43,547760
1198,44,173831
1198,54,589039
1198,58,483480
1198,61,12799
1198,64,322516
1198,66,115967
1198,71,825076
1198,74,134316
1198,83,691282
1198,84,819868
1198,85,497152
1198,87,982484
1198,92,394913
1198,93,204261
1198,94,544884
1198,95,332779
1198,99,140210
1198,109,694613
1198,117,683064
1198,118,975519
1198,120,868968
1198,134,495069
1198,137,996112
1198,139,484222
1198,141,143300
1198,150,301362
1198,152,9962
1198,159,395369
1198,163,4551
1198,167,89359
1199,2,900688
1199,9,420825
1199,16,507566
1199,21,846104
1199,22,235584
1199,24,220154
1199,27,859577
1199,29,977821
1199,32,981802
1199,39,20080
1199,42,233805
1199,43,227677
1199,44,370329
1199,49,386722
1199,51,506427
1199,52,224403
1199,55,801131
1199,57,756102
1199,59,743362
1199,68,948643
1199,69,326652
1199,73,202852
1199,74,214812
1199,76,516872
1199,79,836838
1199,80,287235
1199,81,303312
1199,84,467974
1199,87,69150
1199,90,50300
1199,105,475256
1199,108,617649
1199,113,137186
1199,115,273016
1199,116,531500
1199,123,351380
1199,138,797490
1199,148,407334
1199,158,832038
1199,159,212173
1200,5,469819
1200,14,187824
1200,19,305456
1200,20,522558
1200,22,249665
1200,37,714302
1200,40,324696
1200,41,459087
1200,42,357338
1200,43,71198
1200,46,613526
1200,49,482987
1200,52,48274
1200,55,18027
1200,56,670237
1200,58,211706
1200,70,994349
1200,76,940311
1200,79,666965
1200,84,506605
1200,88,107613
1200,91,343868
1200,96,193836
1200,100,615704
1200,102,868043
1200,103,256565
1200,105,354704
1200,114,104814
1200,122,9102
1925,150,669593
1925,152,619787
1925,153,853163
1925,155,790031
1925,156,580599
1925,161,62626
1925,162,756922
1926,6,142561
1926,8,445319
1926,14,184404
1926,24,274005
1926,25,824050
1926,33,797669
1926,36,454186
1926,38,821232
1926,39,217797
1926,41,753362
1926,49,660289
1926,54,102859
1926,58,515380
1926,60,924240
1926,61,39913
1926,67,726615
1926,71,616166
1926,72,969536
1926,81,637445
1926,86,215304
1926,88,83045
1926,90,90379
1926,92,994869
1926,101,668499
1926,102,550791
1926,103,102593
1926,109,794844
1926,120,621669
1926,121,125306
1926,123,740911
1926,126,303810
1926,130,71330
1926,133,878254
1926,137,468327
1926,138,463488
1926,140,9280
1926,152,593289
1926,157,275826
1926,166,390485
1927,8,649766
1927,11,30868
1927,12,235474
1927,14,454966
1927,17,733859
1927,21,351485
1927,26,108382
1927,27,419468
1927,37,154849
1927,38,899802
1927,45,821561
1927,48,335242
1927,50,994573
1927,51,342282
1927,52,127464
1927,59,744102
1927,60,973366
1927,62,918105
1927,65,241610
1927,66,984042
1927,72,572575
1927,81,605187
1927,84,295145
1927,87,853320
1927,89,627070
1927,92,874801
1927,94,704582
1927,95,433217
1927,98,276528
1927,99,466672
1927,100,468979
1927,101,410493
1927,110,244971
1927,114,972206
1927,116,364131
1927,126,459573
1927,129,659558
1927,133,209074
1927,138,64324
1927,139,381030
1927,145,136465
1927,146,405521
1927,151,787059
1927,154,938109
1927,161,953492
1927,165,181577
1927,167,863427
1928,5,221467
1928,9,68952
1928,11,92695
1928,17,806771
1928,20,993325
1928,22,52744
1928,52,659230
1928,53,650856
1928,54,641351
1928,56,980239
1928,57,785888
1928,61,23820
1928,62,578973
1928,64,19101
1928,67,298145
1928,70,997543
1928,76,491953
1928,83,384531
1928,93,905511
1928,94,198054
1928,95,616982
1928,97,335391
1928,101,611675
1928,112,972671
1928,113,115477
1928,119,721037
1928,127,816013
1928,128,143236
1928,131,674272
1928,137,914616
1928,140,398471
1928,142,884455
1928,147,117756
1928,152,470330
1928,153,898192
1928,155,659623
1928,168,364233
1929,6,360132
1929,9,424913
1929,12,843920
1929,17,524180
1929,19,725086
1929,20,453267
1929,22,891420
1929,25,39301
1929,30,681337
1929,34,244675
1929,38,371368
1929,39,442102
1929,41,318578
1929,51,315324
1929,52,195716
1929,55,756306
1929,61,357160
1929,65,26422
1929,75,304911
1929,81,196086
1929,83,824664
1929,84,300515
1929,95,469396
1929,109,914416
1929,115,810554
1929,118,320591
1929,121,415013
1929,122,844178
1929,123,101081
1929,125,557960
1929,129,952303
1929,133,415377
1929,134,335225
1929,136,45987
1929,145,864690
1929,156,736111
1929,163,641554
1929,165,54365
1929,166,601904
1930,4,35652
1930,6,38695
1930,8,543687
1930,14,970519
1930,29,919781
1930,36,597258
1930,46,471030
1930,57,398227
1930,60,428222
1930,66,664822
1930,68,258637
1930,71,755265
1930,74,537238
1930,81,421319
1930,84,123559
1930,86,594587
1930,89,582911
1930,91,346382
1930,102,90049
1930,108,640767
1930,114,722131
1930,116,362595
1930,119,770876
1930,135,843262
1930,137,700644
1930,140,156804
1930,142,330884
1930,151,469940
1930,154,874333
1930,158,790648
1930,161,262669
1931,3,702509
1931,5,940685
1931,9,966373
1931,11,811994
1931,12,504271
1931,15,230424
1931,18,513631
1931,26,558764
1931,27,407113
1931,33,465856
1931,37,849005
1931,38,621833
1931,46,659803
1931,52,957345
1931,54,497914
1931,57,151828
1931,65,984122
1931,75,505510
1931,77,17428
1931,81,124305
1931,83,711741
1931,85,637517
1931,86,356621
1931,88,209033
1931,89,131115
1931,90,135512
1931,93,598428
1931,97,970991
1931,103,706018
1931,104,331247
1931,105,869634
1931,109,889744
1931,117,434687
1931,119,969457
1931,120,243314
1931,121,676531
1931,126,267474
1931,132,679548
1931,138,154596
1931,145,698309
1931,146,932278
1931,148,906440
1931,150,300956
1931,151,797217
1931,162,33889
1931,163,579814
1931,164,390982
1931,168,143532
1932,1,896470
1932,5,990026
1932,6,263014
1932,7,991538
1932,11,542948
1932,16,476459
1932,18,50649
1932,21,978310
1932,22,170355
1932,25,159677
1932,26,665685
1932,28,8995
1932,33,384050
1932,34,507363
1932,36,372557
1932,37,694790
1932,39,803812
1932,40,472210
1932,42,206246
1932,43,435861
1932,46,950201
1932,51,420106
1932,63,24681
1932,65,969281
1932,68,503687
1932,70,48803
1932,77,158709
1932,79,676865
1932,82,956124
1932,83,140833
1932,84,992442
1932,88,27787
1932,89,106721
1932,94,108185
1932,99,117287
1932,100,605888
389,165,245154
390,4,601477
390,11,300298
390,14,607477
390,16,387361
390,21,796958
390,23,125044
390,25,859030
390,30,462797
390,33,757216
390,36,370040
390,44,165439
390,47,199345
390,51,713799
390,55,557054
390,61,436360
390,62,865941
390,71,129359
390,72,291229
390,81,897194
390,82,3744
390,93,184975
390,94,494857
390,100,990377
390,103,605457
390,107,138100
390,112,508522
390,125,460676
390,133,492078
390,137,26266
390,138,864118
390,139,16402
390,140,720667
390,141,48517
390,149,256277
390,157,893792
390,166,647913
391,4,788826
391,5,473147
391,11,659381
391,14,298037
391,15,402901
391,16,349783
391,17,108753
391,18,964913
391,19,598769
391,20,47805
391,25,660242
391,27,734678
391,33,776843
391,37,942427
391,38,290901
391,41,807232
391,42,605891
391,44,799937
391,46,151378
391,53,858766
391,54,59789
391,58,558681
391,60,451176
391,64,617659
391,65,852208
391,68,949149
391,74,51506
391,75,990777
391,80,781202
391,83,808502
391,84,406846
391,86,59554
391,94,776897
391,101,381998
391,106,727140
391,107,861890
391,108,300912
391,109,728378
391,122,434481
391,123,900289
391,127,806893
391,130,103524
391,131,636903
391,144,52519
391,146,302649
391,151,889313
391,152,812412
391,153,300352
391,154,689651
391,162,902070
391,165,216834
391,166,520815
392,9,5036
392,17,570265
392,21,168126
392,24,76821
392,32,542811
392,34,561138
392,35,793734
392,48,888853
392,49,60260
392,50,857616
392,56,767284
392,60,621718
392,65,249929
392,75,20104
392,76,853095
392,79,449140
392,83,341126
392,84,369811
392,85,70380
392,87,291654
392,90,466940
392,94,601101
392,97,339635
392,101,174560
392,102,913407
392,104,992735
392,107,933307
392,108,225257
392,113,729024
392,118,27334
392,119,43042
392,122,997491
392,127,235907
392,139,881325
392,143,6988
392,145,968560
392,158,359792
392,162,457454
392,163,998215
392,164,812516
392,166,824442
393,7,206111
393,18,935615
393,20,462464
393,21,650799
393,22,476053
393,29,247408
393,30,226524
393,32,981751
393,33,678266
393,41,309293
393,42,393144
393,44,753423
393,51,661934
393,52,691085
393,54,658910
393,60,383684
393,62,59974
393,64,741551
393,67,317408
393,71,821853
393,84,714471
393,90,913821
393,97,135990
393,98,126163
393,99,288165
393,100,123585
393,107,699386
393,109,622227
393,116,202226
393,118,275847
393,120,899402
393,122,217191
393,126,953905
393,133,653191
393,140,571638
393,143,815011
393,147,470345
393,150,45840
393,153,750824
393,158,79822
393,161,390658
394,1,442215
394,14,756981
394,17,55425
394,18,425345
394,20,74828
394,23,366328
394,34,660887
394,36,864647
394,44,713755
394,45,71481
394,52,70149
394,56,715179
394,59,711089
394,60,351211
394,66,222694
394,67,477849
394,68,818165
394,71,472216
394,73,22480
394,74,772218
394,75,430038
394,78,797108
394,79,829812
394,83,113836
394,86,449460
394,93,782295
394,97,869651
394,99,881147
394,104,403745
394,107,573639
394,112,902475
394,118,799251
394,125,80822
394,126,337207
394,128,59347
394,135,278949
394,151,15635
394,154,697985
394,155,623016
394,163,926558
395,2,744010
395,13,15121
395,15,353888
395,19,585520
395,21,225854
395,29,451552
395,34,454494
395,36,873392
395,43,120066
395,49,982345
395,53,211133
395,57,331590
395,60,390
395,62,468286
395,67,421314
395,70,784813
395,71,638936
395,72,495310
395,74,949932
395,75,728351
395,79,416350
395,93,565614
395,96,914494
395,100,165156
395,104,826790
395,105,934557
395,108,600419
395,109,905956
395,112,776530
395,113,92102
395,117,119415
395,121,361642
395,130,788137
395,132,386966
395,135,650074
395,137,893600
395,149,162171
395,152,460210
395,153,232383
395,156,337447
395,167,407272
396,5,518029
396,8,914741
396,13,563958
396,19,271154
396,29,880208
396,32,911214
396,33,386115
396,38,166387
396,39,810091
396,44,757122
396,47,2894
396,48,212997
396,50,37854
396,57,215453
396,61,314353
