120|7742|Shellac|litre|32.97|TOXIC
121|6382|Wood Filler Paste|g|74.93|TOXIC
122|8265|Alkyd, Flat, MPI Gloss Level|sq.m|11.95|TOXIC
123|1345|Alkyd, Gloss, MPI Gloss Level|litre|15.99|keep fridged, TOXIC
124|514|Alkyd, MPI Gloss Level  (an æeggshell-likeÆ finish)|litre|46.99|keep fridged
125|5628|Alkyd, Semi-Gloss, MPI Gloss Level|sq.m|33.98|customs clearance needed, (!) flammable (!)
126|1863|Aluminum Heat Resistant Enamel|ton|41.93|
127|6055|Aluminum Paint|cube m|73.93|(!) flammable (!), TOXIC
128|8076|Deck Coating, Epoxy|kg|22.00|customs clearance needed
129|5660|Dry Fog/Fall, Flat|kg|38.99|TOXIC
130|5413|Dry Fog/Fall, Non-Flat|unit|13.93|customs clearance needed, (!) flammable (!)
131|7699|Enamel, Q.D., Gloss|barrel|15.91|(!) flammable (!), TOXIC
132|5736|Enamel, Q.D., Semi-Gloss|cube m|40.93|customs clearance needed, (!) flammable (!)
133|4543|Epoxy, Gloss|cube m|62.98|keep fridged, customs clearance needed, TOXIC
134|8608|Fire Retardant Clear Coating (ULC Approved)|oz|29.94|
135|6269|Fire Retardant Clear Sealer (ULC Approved)|kg|34.94|TOXIC
136|4915|Fire Retardant Clear Topcoating (ULC Approved)|unit|71.97|TOXIC
137|8151|Fire Retardant Flat Coating (ULC Approved)|sq.m|13.95|
138|1781|Floor Enamel, Gloss|oz|71.95|(!) flammable (!)
139|7493|Floor Enamel, Low Gloss|sq.m|59.00|
140|2452|Heat Resistant Enamel, Gloss, Semi-Gloss, MPI Gloss Level ,|cube m|87.92|
141|7491|High Build Acrylic Coating For Pavement Marking|piece|24.96|
142|137|High Build Epoxy Marine Coating|oz|11.00|
143|2105|High Build Epoxy, Gloss|kg|98.96|(!) flammable (!), TOXIC
144|4057|High Build Self-Priming Epoxy Coating|piece|17.00|keep fridged
145|5023|High Build Vinyl|piece|47.00|keep fridged, TOXIC
146|5481|High Heat Resistant Coating|cube m|85.95|keep fridged
147|6011|Lacquer, Clear, Flat|cube m|41.97|keep fridged, (!) flammable (!)
148|424|Lacquer, Clear, Gloss|g|62.95|
149|7399|Lacquer, Clear, Satin|kg|14.96|customs clearance needed, (!) flammable (!)
150|609|Lacquer, Pigmented, Gloss|sq.m|39.00|keep fridged, (!) flammable (!)
151|3403|Lacquer, Pigmented, Satin|piece|46.98|TOXIC
152|5378|Lacquer, Pigmented, Semi-Gloss|kg|8.99|TOXIC
153|5669|Multicolor Coating|ton|3.00|customs clearance needed, TOXIC
154|8207|Multicolored Coating, Clear, Top Coat|litre|32.94|customs clearance needed
155|1715|Oil Modified Clear Urethane, Gloss|barrel|77.93|TOXIC
156|8129|Oil Modified Clear Urethane, Satin|unit|84.92|customs clearance needed, (!) flammable (!)
157|6731|Polyurethane û Moisture Cured û Intermediate Coat|barrel|41.97|
158|4641|Polyurethane û Moisture Cured - Pigmented, Gloss|barrel|40.96|TOXIC
159|7784|Polyurethane û Moisture Cured - Pigmented, Semi-Gloss|cube m|28.97|
160|4612|Polyurethane Coating (non slip)|cube m|75.94|keep fridged, (!) flammable (!)
161|927|Polyurethane,  Component, Aliphatic, Clear|piece|55.97|keep fridged
162|2404|Polyurethane,  Component, Pigmented, Gloss|kg|90.00|keep fridged, customs clearance needed, TOXIC
163|1634|Polyurethane, Moisture Cured, Clear, Flat|sq.m|81.96|(!) flammable (!)
164|330|Polyurethane, Moisture Cured, Clear, Gloss|piece|88.00|
165|4235|Stain for Concrete Floors|piece|7.93|TOXIC
166|1671|Stain For Wood Decks|litre|44.96|customs clearance needed, TOXIC
167|6106|Stain for Wood, Semi-Transparent|unit|87.96|(!) flammable (!)
168|3648|Thin Film Flooring System for Aircraft Maintenance Facilities|sq.m|86.99|keep fridged, customs clearance needed, TOXIC
169|9460|Traffic Paint, Alkyd|litre|12.95|keep fridged, customs clearance needed
170|7688|Varnish, Flat|kg|25.96|keep fridged, (!) flammable (!)
171|1576|Varnish, Gloss|oz|44.91|TOXIC
172|4903|Varnish, Semi-Gloss|oz|35.97|
173|7186|Water Repellent Coating (Paintable)|cube m|22.00|TOXIC, (!) flammable (!)
174|2879|Block Filler|cube m|78.92|keep fridged
175|9019|Etching Cleaner for Galvanized Metal|barrel|45.93|keep fridged, TOXIC
176|3457|Low Permeability Interior Latex Primer Sealer|litre|47.95|customs clearance needed, TOXIC
177|2980|Primer for Galvanized Metal|litre|98.93|TOXIC, (!) flammable (!)
178|8740|Primer Sealer|litre|33.96|(!) flammable (!)
179|9055|Primer Sealer (for multicolor systems)|litre|95.97|keep fridged, customs clearance needed
180|1681|Primer, Bonding|cube m|57.95|(!) flammable (!)
181|5929|Primer, Institutional Low Odor Interior Latex Sealer|g|5.91|
182|7241|Primer, Rust Inhibitive|ton|59.99|
183|1584|Primer, Stain Blocking|cube m|.97|(!) flammable (!)
184|711|Primer, Wood|kg|26.98|(!) flammable (!)
185|3726|SPI Vacu PrepÖ Vacuum Evaporator|unit|13.94|TOXIC
186|1481|CAMOVER DOOR|kg|62.98|(!) flammable (!), TOXIC
187|9892|MAG CAP FEED THRU|g|86.99|TOXIC
188|1404|PHASE MAG MOTOR MOUNT|sq.m|60.97|customs clearance needed
189|4118|GAP DRIVE MOTORS|x1000 pcs|14.00|customs clearance needed, (!) flammable (!)
190|9966|SUPPORT COIL|litre|80.97|keep fridged
191|7440|VENT CONNECTOR|litre|91.92|TOXIC
192|8545|LINK DOOR|x1000 pcs|19.97|
193|7273|ROLLER SHAFT|x1000 pcs|92.98|
194|9552|SPACERPLATE DOOR|piece|73.98|customs clearance needed, (!) flammable (!)
195|9223|INNER BEARING HOUSING|barrel|81.95|customs clearance needed, TOXIC
196|8514|OUTER BEARING HOUSING|unit|4.97|keep fridged
197|1110|INNER DOOR TOP PLATE|oz|46.95|
198|8880|OUTER DOOR TOP PLATE|g|34.95|TOXIC
199|9962|INNER DOOR BOTTOM PLATE|ton|94.97|customs clearance needed
200|6837|OUTER DOOR BOTTOM PLATE|oz|83.91|keep fridged, (!) flammable (!)
201|9602|DOOR CLEVES|barrel|38.99|keep fridged
202|7030|SMALL AIR CAP|g|98.93|TOXIC, (!) flammable (!)
203|2931|LARGE AIR CAP|piece|93.93|keep fridged
204|364|ARM THUMBSCREW|litre|58.97|(!) flammable (!)
205|8568|GATE|barrel|55.96|customs clearance needed, TOXIC
206|1191|GEAR DOOR|cube m|39.91|
207|4896|PHASE EXTENTION COIL|cube m|35.98|keep fridged, (!) flammable (!), TOXIC
208|5635|OUTER DOOR BASE|litre|21.93|TOXIC, (!) flammable (!)
209|5036|INNER DOOR BASE|piece|70.00|
210|5670|PCB, SERIAL I/O PCB|kg|64.91|keep fridged, customs clearance needed
211|2672|PCB, POWER DRIVER|kg|64.93|keep fridged, customs clearance needed
212|6776|PCB, T/C GAUGE INTERFACE|cube m|19.94|customs clearance needed, (!) flammable (!)
213|3808|PCB, RTD INTERFACE|sq.m|30.95|keep fridged, TOXIC
214|3208|PCB, ANALOG OUT CARD|sq.m|37.96|keep fridged, (!) flammable (!), TOXIC
215|1543|PCB, KEYBOARD|piece|14.92|(!) flammable (!)
216|753|PCB, DIG I/O|cube m|3.91|customs clearance needed
217|4126|PCB, CMOSRAM|cube m|94.00|keep fridged, customs clearance needed
218|1085|PCB, CPU|ton|81.93|keep fridged, customs clearance needed
219|7559|PCB, ANALOG IN|ton|79.91|(!) flammable (!)
220|1976|PCB, MATROX CARD|kg|85.92|customs clearance needed, TOXIC
221|3349|PCB, RF INTERFACE|piece|14.92|keep fridged, (!) flammable (!), TOXIC
222|4534|PCB, ES MEMORY|piece|33.96|keep fridged, (!) flammable (!)
223|2724|PCB, TTL|g|49.98|(!) flammable (!)
224|5514|PCB, DIG OUT PWRDRIVER|g|86.99|keep fridged, (!) flammable (!)
225|8695|PCB, DC BIAS INTERFACE|g|97.93|customs clearance needed, TOXIC
226|6888|PCB, HEART BEAT BRD|cube m|12.97|
227|9170|PCB, MOTOR DRIVER|oz|87.94|TOXIC
228|3084|RECIPE MODULE XXXXXXX|piece|58.99|customs clearance needed
229|2405|WIPER KIT|oz|48.94|keep fridged, (!) flammable (!)
230|5564|BALL NUT|piece|70.93|customs clearance needed, (!) flammable (!)
231|7183|PHASE/MAG DETECTOR|x1000 pcs|53.91|customs clearance needed, (!) flammable (!)
232|9970|PHASE/MAG DRIVER|unit|76.95|keep fridged, TOXIC
233|7356|ENDPOINT DETECTOR|piece|70.91|customs clearance needed, (!) flammable (!)
318|70|SCREW  X / PHIL FLAT SST|ton|88.91|
319|5643|SCREW  X / HEX HD|ton|47.91|customs clearance needed, (!) flammable (!)
320|9983|SCREW  X / PHIL PANHD|cube m|14.92|customs clearance needed, TOXIC
321|4224|SCREW  X / SLOT FILHD|kg|44.97|TOXIC
322|71|SCREW  X / SOC SET H/T|oz|71.97|customs clearance needed, (!) flammable (!)
323|3322|SCREW  X / SOC CAP SST|oz|75.98|keep fridged, (!) flammable (!), TOXIC
324|6790|SCREW  X / SHT MTL PANSST|barrel|99.98|TOXIC
325|3911|SCREW  X / TRUSS HDSST|x1000 pcs|37.95|keep fridged, (!) flammable (!), TOXIC
326|5537|DRIVE SCREW  X / TYPE U RD|x1000 pcs|29.93|TOXIC
327|9185|SCREW  X / BIND PHIL HD|kg|77.00|(!) flammable (!), TOXIC
328|695|SCREW  X / BIND SLOT|x1000 pcs|79.95|TOXIC
329|1717|SCREW  X / FLAT HD SST|kg|47.99|keep fridged
330|4986|SCREW  X / PHIL PANHD|unit|30.97|(!) flammable (!)
331|3463|SCREW  X / SOC SET SST|sq.m|75.00|keep fridged, customs clearance needed, TOXIC
332|8157|SCREW  X / TRUSS HDSST|unit|11.99|TOXIC
333|3133|SCREW  X / PHIL PANHD|litre|17.93|TOXIC
334|9100|SCREW  X / TRUSS HDSST|g|18.00|TOXIC
335|6484|SCREW W/LKWASH X/ SLOT P|kg|76.97|TOXIC
336|39|SCREW  X / BIND SLOT SST|piece|17.99|customs clearance needed, TOXIC
337|6595|SCREW  X / PHIL PANHD|litre|14.92|keep fridged, (!) flammable (!)
338|8506|SCREW  X  PHIL PAN HD|cube m|39.92|TOXIC
339|6828|SCREW  X  PHPAN HD SST|barrel|57.96|keep fridged, (!) flammable (!)
340|5888|SCREW  X / PHIL PAN HD|g|13.98|keep fridged
341|4070|SCREW  X / PHIL PAN HD|piece|32.91|customs clearance needed, (!) flammable (!)
342|9700|SCREW  X  HEX HD SST|oz|72.00|customs clearance needed, TOXIC
343|2997|SCREW  X  / PHIL PANHD|piece|1.97|keep fridged, customs clearance needed
344|1355|SCREW X/ SOC SET SLFLCK|cube m|48.94|
345|2215|SCREW  X / HEX HD SST|cube m|93.97|keep fridged, customs clearance needed, TOXIC
346|7335|SCREW  X / TRUSS HD SST|oz|87.91|
347|6479|SCREW  X / ROUND HD SST|oz|25.00|(!) flammable (!)
348|3072|SCREW  X / FLAT HDSST|piece|55.98|(!) flammable (!), TOXIC
349|9250|SCREW  X / TYPE A PHIL PAN|ton|2.95|TOXIC
350|4075|SCREW  X / TRUSS HD SST|g|89.91|
351|6048|SCREW  X / FLAT SLOT|g|75.94|(!) flammable (!)
352|5056|SCREW  X / TRUSS HD SST|x1000 pcs|34.99|
353|3542|SCREW  X  TRUSS HD SST|unit|49.94|TOXIC
354|4237|SCREW  X / TRUSSHD|unit|3.93|keep fridged, TOXIC
355|2578|SCREW X/ SET LOCK CUP P|unit|8.93|keep fridged, customs clearance needed
356|4996|SCREW  X / BIND PHIL|oz|56.99|(!) flammable (!)
357|5669|SCREW  X / PHIL OVAL HD|ton|35.99|
358|4083|SCREW X/ HX HD GMLT PT|litre|81.00|customs clearance needed, (!) flammable (!)
359|4845|SCREW  X / PHIL PAN HD|unit|83.00|
360|4850|SCREW  X / SLOT FLAT HD|litre|92.93|(!) flammable (!), TOXIC
361|4471|SCREW  X / PHIL FLAT|g|26.94|(!) flammable (!)
362|1116|SCREW  X / HEX HD|oz|74.00|(!) flammable (!), TOXIC
363|8319|SCREW  X / PHIL PAN HD|sq.m|91.91|(!) flammable (!)
364|182|SCREW  X / SOCKET SET|unit|30.91|customs clearance needed
365|7170|SCREW THUMB  X / NYLON|litre|17.98|keep fridged, (!) flammable (!)
366|1343|SCREW  X / TRUSS HD SST|litre|91.93|TOXIC
367|42|SCREW  X / PHIL PAN HD|litre|68.97|TOXIC
368|3781|O RING RETAINING SCREW MINI MEDS X/ SS|litre|94.92|(!) flammable (!)
369|7277|SCREW  X / HEX HD GMLET PT|piece|84.92|(!) flammable (!), TOXIC
370|9034|SCREW  X / PHIL PAN HD|sq.m|84.00|keep fridged, customs clearance needed
371|485|SCREW  X / SOCKET CAP|unit|40.98|TOXIC
372|1730|SCREW  X  HEX SLOT NYLON|barrel|16.95|customs clearance needed, (!) flammable (!)
373|8707|SCREW  X  PHIL PAN HD|barrel|99.00|customs clearance needed, (!) flammable (!)
374|6754|SCREW  X / PHIL PAN H|cube m|16.00|keep fridged, (!) flammable (!)
375|6696|SCREW / X / SOC SET SS|oz|88.99|(!) flammable (!)
376|20|SCREW / X / HEX HD|g|51.92|keep fridged
377|7950|SCREW / X / FILLHDSST|unit|67.94|customs clearance needed, TOXIC
378|5189|SCREW / X / FILLSLT NYL|g|85.97|
379|4376|SCREW / X / SOC SET SS|x1000 pcs|16.93|customs clearance needed, TOXIC
380|9065|SCREW THUMB / X / NYLON|litre|86.94|
381|440|SCREW / X / HEX HDSST|cube m|80.93|customs clearance needed, TOXIC
382|3814|SCREW / X / PHIL PAN|oz|41.98|keep fridged
383|2824|SCREW THUMB / X / NYLON|x1000 pcs|39.98|
384|6887|SCREW / X / TRUSS HD|piece|23.93|keep fridged, (!) flammable (!)
385|7679|SCREW / X / FLAT SLOT|piece|79.00|(!) flammable (!)
386|1977|SCREW / X / HEX HD|cube m|64.98|keep fridged, customs clearance needed, TOXIC
387|8834|SCREW / X  X / PHILPAN|barrel|26.93|keep fridged
388|9625|SCREW / X / SOCKETSET|kg|36.98|TOXIC
389|5064|SCREW / X  HEX HD|oz|56.99|customs clearance needed
390|8343|SCREW / X  SOCKET CAP|ton|33.93|customs clearance needed
391|4559|SCREW / X / HEX HD|sq.m|75.91|(!) flammable (!)
392|9391|SCREW / X / HEX HD|oz|37.91|keep fridged, (!) flammable (!), TOXIC
393|3890|SCREW / X / HEX HD|oz|12.97|
394|4799|SCREW / / HEX HD|kg|41.00|keep fridged, customs clearance needed
395|9737|SCREW /X/ HEX FULL TH|litre|35.99|
396|6421|SCREW / X / SCKETCAP|unit|53.97|(!) flammable (!), TOXIC
397|9061|SCREW LAG BOLT / X  HEX HD|x1000 pcs|40.98|keep fridged
398|8161|NUT HEX  SST FOR PC BOARD|ton|59.97|
399|742|NUT HEX  SST|ton|92.99|keep fridged, customs clearance needed
400|6284|NUT HEX  SST|barrel|94.99|
401|1948|NUT HEX  SST|g|12.97|customs clearance needed, (!) flammable (!)
402|8394|NUT STOP  SST|unit|12.97|customs clearance needed, TOXIC
403|6930|NUT W/WASHER  SST|litre|38.91|
404|507|NUT CAP  SST|kg|89.97|
576|2734|ASSY PUMP RECIRC V|barrel|69.92|customs clearance needed, (!) flammable (!)
577|4535|ASSY HEATER W G/A V|barrel|83.93|(!) flammable (!), TOXIC
578|3081|DIFFUSER CM/GA|piece|44.92|
579|4090|ASSY IR LAMP  IN W V|piece|14.93|keep fridged, TOXIC
580|837|ASSY IR LAMP W V|cube m|95.99|keep fridged
581|3983|ASSY IR LAMP W V|piece|95.00|(!) flammable (!)
582|2519|KIT REPAIR DRAIN  TANK|piece|83.91|
583|6625|CLAMP DIFFUSER CM/GA|oz|27.97|TOXIC, (!) flammable (!)
584|2346|DIFFUSER MINIMED|kg|21.98|
585|6840|PLATE SIDE C.MED T/A DRYER|kg|54.91|customs clearance needed, (!) flammable (!)
586|9600|ASSY ROLLER DRYER IN DIAIN|cube m|27.96|
587|9806|ROLLER DRYER  IN X|piece|5.98|TOXIC
588|2236|ASSY ROLLER  IN / DIAURETHANE|sq.m|73.98|customs clearance needed
589|9601|FITTING DRAIN  TANK REPR|litre|33.91|
590|6995|SIDE PLATE WET RACK C.MED|unit|14.96|
591|4253|SHAFT DRIVE MINI|kg|19.95|customs clearance needed, (!) flammable (!)
592|5045|BLOCK BEARING MINI|litre|67.99|TOXIC
593|1872|SHAFT DRYER MINI|unit|5.98|TOXIC
594|6612|GEAR W/D P T CROSS DRILLED|x1000 pcs|7.94|keep fridged
595|4406|WORM GEAR BROWN /|g|48.00|
596|150|COUPLING DRYER MINI|litre|49.94|TOXIC
597|6164|NUT BAR MOTOR MOUNTING BRACKET|sq.m|1.98|keep fridged, (!) flammable (!)
598|8588|BRACKET MOTOR|litre|43.92|TOXIC
599|9915|ASSY RACK DEV W/D ST  IN|sq.m|49.93|keep fridged
600|7875|ASSY RACK FIXER W/D ST IN|kg|58.92|
601|8642|ASSY RACK WASH W/D ST  IN|barrel|22.95|TOXIC
602|7042|ASSY DRYER RACK MINI V|barrel|19.96|
603|2992|ASSY HOSE DEV RECIRC MINI|barrel|95.98|(!) flammable (!)
604|2919|ASSY HOSE FIX RECIRC MINI|x1000 pcs|73.97|(!) flammable (!), TOXIC
605|8466|ASSY HOSE WASH RECIRC MINI|kg|16.91|keep fridged
606|5678|ASSY PURGE BLOWER V|g|53.96|customs clearance needed
607|6537|ASSY MAIN HARNESS MINI|g|25.95|keep fridged, (!) flammable (!)
608|1006|ASSY TOP COVER MINI PROCESSOR|sq.m|22.00|customs clearance needed, (!) flammable (!)
609|3570|RETAINING RING / NORYL|ton|59.98|TOXIC
610|3560|BRACE DAYLIGHT LOADER|unit|16.00|(!) flammable (!), TOXIC
611|7059|PIN SHOULDER DAYLIGHT LOADER|piece|82.94|keep fridged, customs clearance needed, TOXIC
612|5095|COVER  REAR DAYLITE LOADER|piece|39.97|keep fridged, TOXIC
613|6297|KIT REPLACE MOTOR C/M I V|oz|72.96|customs clearance needed, (!) flammable (!)
614|2621|GEAR WORM WET RACK MOD|piece|56.98|TOXIC
615|7452|TANK MOLDED IN|piece|48.91|
616|6965|END PANEL MOLDED STAND|x1000 pcs|45.93|keep fridged, TOXIC
617|9543|END PNL STAND BLK|unit|68.94|TOXIC, (!) flammable (!)
618|996|TEE FITTING RUBBER|litre|84.97|TOXIC
619|7296|ELBOW MOLDED RUBBER|unit|20.00|
620|5127|ADAPTER FEED TRAY MODIFIED|litre|45.99|TOXIC
621|5765|ASSY COVER FEED TRAY|cube m|12.96|TOXIC
622|711|DRIVESHAFT /TE|x1000 pcs|7.91|customs clearance needed, (!) flammable (!)
623|5264|SADDLE BEARING TE|ton|90.97|
624|9241|SIDE PLATE DRYER MINI MED|litre|29.95|
625|9360|BRKT MOTOR MINI MED|kg|30.95|keep fridged
626|3924|WORM GEAR SHORT|sq.m|16.95|keep fridged, (!) flammable (!)
627|9224|DRIVE GEAR P T|unit|.99|customs clearance needed
628|4229|GEAR SPUR T P LONG HUB|unit|34.98|customs clearance needed
629|6439|ASSY RACK DEV TE W/D DT|sq.m|95.95|TOXIC
630|7783|ASSY RACK FIXER TE W/D DT|litre|22.94|TOXIC
631|6599|ASSY RACK WASH TE W/D DT|ton|53.93|(!) flammable (!)
632|8708|MIRCOSWITCH ACTUATOR|oz|43.94|TOXIC
633|7038|ASSY MICRO SWITCH|oz|28.97|
634|6687|BACK PANEL DENTAL MOLDED STAND|kg|9.97|
635|7412|SHELF MOLDED STAND IN G.A.|kg|94.95|(!) flammable (!)
636|4798|SHELF DENTAL MOLDED STAND|ton|80.00|keep fridged, (!) flammable (!)
637|1050|BLACK WASH HNDL .|x1000 pcs|48.93|
638|2395|BLUE FIX HANDLE .|sq.m|61.93|customs clearance needed, TOXIC
639|904|RED DEV. HANDLE .|oz|41.94|customs clearance needed, TOXIC
640|3273|FILM GUIDE MOLDED . MMED|kg|98.98|TOXIC
641|6052|FILM GUIDE MOLDED . MMED|cube m|84.93|TOXIC
642|6140|FILM GUIDE MOLDED . MMED|cube m|72.99|
643|1441|FILM GUIDE MOLDED . X|litre|18.98|customs clearance needed
644|8727|FILM GUIDE MOLDED . X|piece|47.99|customs clearance needed
645|9421|TIMING PULLEY XL REWORKED|oz|44.98|
646|7307|BRACE DENTAL MOLDED STAND|unit|83.99|
647|9978|ASSY GEAR MOTOR TE MMED V|kg|86.91|
648|8092|CUP LEVELLING FOOT MLDED STAND|x1000 pcs|87.96|keep fridged, (!) flammable (!)
649|2949|ASSY DRIVE MTR RPM AD G/A|piece|24.96|(!) flammable (!)
650|7683|ASSY PUMP RECIRC V|piece|82.94|
651|7148|ASSY TANK W/FITTINGS INDT|litre|22.97|TOXIC
652|3742|ROLLER NITRILE  IN LONGPIN|g|37.98|
653|6823|ASSY FILM PENDULUM|g|99.91|customs clearance needed, (!) flammable (!)
654|9425|BEARING BLOCK MOLDED|ton|90.92|(!) flammable (!)
655|8701|FILM GUIDE ENTRY/EXIT|barrel|3.00|customs clearance needed, (!) flammable (!)
656|7403|ASSY RACK DRY TE/ WORM|g|56.98|customs clearance needed, TOXIC
657|3721|GEAR DRYER DRIVE MINIMED|g|29.99|keep fridged, customs clearance needed, TOXIC
658|9883|GEAR IDLER P T DRYER|sq.m|52.98|(!) flammable (!)
659|2889|GEAR DRIVING MINI MED|kg|41.00|TOXIC
660|5828|ASSY MAIN HARNESS MINI DT|x1000 pcs|65.96|TOXIC, (!) flammable (!)
661|5177|ASSY DRYER FAN  V CW|cube m|61.91|keep fridged, customs clearance needed
662|1670|ASSY SPEED/DRYER TEMP CONTROL|ton|19.92|(!) flammable (!)
663|3946|ASSY DEV/FIX REPLEN CONTROL|ton|46.95|keep fridged, (!) flammable (!), TOXIC
664|9007|ASSY DEV/FIX TEMP CONTROL|litre|47.00|
665|6498|CLIP  REFLECTOR TEK|litre|37.94|keep fridged, (!) flammable (!)
666|1441|PIVOT STUD DRYER|ton|18.92|
667|3100|SUPPORT BAR DEV RACK X/|oz|42.99|keep fridged
668|8456|SUPPORT BAR WET RACK X|oz|47.94|
669|6376|PLATE  FEED GUIDE TEK|oz|52.97|keep fridged
670|5346|SHIELD  EVAPORATION NO LONGER AVAILABLE /|barrel|93.94|customs clearance needed
671|1559|ROLLER  NITRILE TEK|piece|49.97|keep fridged, customs clearance needed
672|6881|REPLCD BY|x1000 pcs|15.93|customs clearance needed
673|5976|SIDE PLATE WET RACKS|barrel|26.95|
674|8868|SIDE PLATE WET RACKS MOD|kg|88.95|(!) flammable (!)
675|4537|BRACKET RACK SUPPORT|unit|69.95|keep fridged
676|7242|ASSY FILM PRESENCE SWITCH|barrel|4.93|keep fridged, customs clearance needed
677|4262|ASSY DRYER TEMP SENSOR TE/|piece|40.95|(!) flammable (!), TOXIC
678|1759|ASSY DRYER FAN  V CW|litre|90.92|keep fridged, (!) flammable (!), TOXIC
679|3570|RESTRICTOR MINIMED|unit|58.00|keep fridged, (!) flammable (!)
680|4624|SHIM . TE/|piece|96.97|TOXIC
681|1745|TIMING PULLEY XL/DF|cube m|4.94|TOXIC
682|8131|TIMING PULLEY XL/DF|sq.m|19.00|(!) flammable (!)
683|2612|ASSY WATER PUMP X MIL|barrel|85.98|
684|595|KEY SIDE PLATE DBL HOLE|x1000 pcs|79.93|TOXIC
685|9799|SUPPORT DRYER MINI MED|g|81.97|customs clearance needed
686|2432|BAR DRYER SUPPORT MINIMED|oz|93.94|customs clearance needed
687|6657|COVER REAR MINIMED|piece|12.98|keep fridged, customs clearance needed, TOXIC
688|9790|VERTICAL DUCT|ton|92.97|customs clearance needed
689|5786|BASE PAN MINI PROCESSOR|g|1.98|customs clearance needed
690|7988|DUCT PLENUM MOLDED|g|70.91|customs clearance needed, (!) flammable (!)
691|7456|AIR KNIFE PLAIN INNER MINIMED|unit|77.98|(!) flammable (!)
692|7287|AIR KNIFE MOD INNER MINIMED|litre|65.95|
693|1027|AIR KNIFE TOP X|piece|64.94|keep fridged
694|2131|AIR KNIFE TOP X|unit|20.94|
